sample_id,iteration,seed,Percentage of burned trees
0,0,325904812029493678440809751011035696434,0.03
0,1,183216011528771938534699323198019120643,0.0305
0,2,276737851835779059887252336360594550558,0.0285
0,3,128873974120550797024849363623441233257,0.0335
0,4,79893508651149196436883273230535107916,0.0285
0,5,147765635583219637059904115881139481147,0.0265
0,6,19395550722500152256450447043313872207,0.0285
0,7,87828379305047970110453388081152310895,0.0365
0,8,267424551989956557930569616400637838981,0.0345
0,9,256307528882465012047274682195544096950,0.0395
0,10,75481925922159327193461170163241925938,0.0235
0,11,113639803367257775264874302459087239417,0.0215
0,12,184462317239566186345462535313310989915,0.034
0,13,175599664689517228658372960090798822668,0.0265
0,14,293492015717948721715006552770739047029,0.025
0,15,194417788378289854758619814107493117116,0.0465
0,16,53899691539346423796961502835824696304,0.0325
0,17,211099138421017990412293907889819606509,0.0285
0,18,250875144351127315645500356111855083667,0.023
0,19,322860319958028001106110886758867292034,0.0155
0,20,2172271663710700021232979530010264026,0.023
0,21,9893565575595780977397026989030590882,0.038
0,22,53363926133619485251829131518919134062,0.0295
0,23,308011004875242712391788612066768416895,0.039
0,24,325260540261688338336058609121905784012,0.028
0,25,157267801911082359394611206135246851719,0.039
0,26,20293428349898883188806707937940590457,0.036
0,27,295451844685779023905977954157249814057,0.026
0,28,56405835444163163460650549533630799139,0.032
0,29,165074154784581513220233058807874755594,0.024
0,30,234299140412420800233844434724649516533,0.047
0,31,166398084564898714960977176571109697166,0.0255
0,32,204328269240144781548136191114966046100,0.03
0,33,306770672628498732219718807097078489546,0.036
0,34,211538186654849524866087316308373302131,0.03
0,35,70163011208084934421136324335184628063,0.0435
0,36,319116403388916488411913019492436138000,0.0595
0,37,309645143608911005311608236434201516103,0.0435
0,38,2003786811217999213280744136725611111,0.033
0,39,328937149142579676642391450977499227533,0.033
1,0,313127357366982855795902038781737394941,0.033224145999064106
1,1,307480496347555558247668551390671661906,0.02901263453439401
1,2,166131579664782763593133933522051809905,0.048198408984557795
1,3,254770880550501804419769047883260502256,0.04866635470285447
1,4,331328476441868598506470511785217017624,0.0416471689284043
1,5,173439667469706480433994121008579159215,0.04117922321010763
1,6,92413400105874706218004029778665206847,0.040243331773514274
