sample_id,iteration,seed,Percentage of burned trees
0,0,139945527967154727386504509725676472726,0.033
0,1,110153168039046960480237894140071439301,0.0245
0,2,271652730766091796103889069345318811007,0.0245
0,3,271002423103597115095252001391445637972,0.0275
0,4,259586029053968754210258427270263318635,0.024
0,5,191388152290098813957075552921660005455,0.023
0,6,251674878300189700257052031895893616693,0.024
0,7,186822482059717187086318699996027980753,0.0245
0,8,78901197933310935558395861519517242554,0.0245
0,9,261891037011103058894614775340708012782,0.03
0,10,140474319074805920901668856701340458223,0.033
0,11,246206193981651199824351463332360154896,0.024
0,12,152958214408171470386053495971926991791,0.033
0,13,40309939994886512125766677413348178332,0.0265
0,14,186650880925762332709343923502166435294,0.0355
0,15,76848842528444325419343626478595973391,0.0245
0,16,88286689582619527382835123078598394615,0.0315
0,17,18586628313007017001996251602646292984,0.0235
0,18,63361310570665438398063662568001842869,0.0225
0,19,9789218480970458598715503255029368015,0.024
0,20,329217173586959297372208185807857375574,0.022
0,21,139951051913415841760670854244827040470,0.03
0,22,56659355848719839708270711706197878156,0.036
0,23,77883088579869972392988887134401497904,0.0265
0,24,184700764379041367463006931986265637981,0.0305
0,25,31111970672604553576860786549910692977,0.0245
0,26,27882186099054047801882162305442987838,0.035
0,27,215244925421211234353015329100259843692,0.0355
0,28,249278957199550984848461559584049847096,0.0335
0,29,216971748481897139821873667621660681730,0.0325
0,30,279535921346016703968235994302252288355,0.032
0,31,201249551921465835001673940682224377730,0.029
0,32,331349187302305901056328724700214961118,0.033
0,33,153897381951506903925262368170000817473,0.0245
0,34,179369096840470370388105797130124221545,0.0275
0,35,13598537460663439216582870082823049905,0.0345
0,36,227913536027190036687511366045658020601,0.0235
0,37,210249645844581862038397250921833357529,0.0265
0,38,130057537308470492370231866822279491166,0.0265
0,39,58423780313000261867006573556697288072,0.022
1,0,92233998889821310275490750922559946024,0.021993448759943846
1,1,158135133545905231976817953697376094257,0.02105755732335049
1,2,91205793871841578834061302508405939117,0.020121665886757137
1,3,98004581890501062021369489296166663826,0.016378100140383715
1,4,162475830086635326564403116591738562307,0.0271408516612073
1,5,139287666712683296976175099916090041752,0.034160037435657466
1,6,60305572799942161618015322249516611035,0.03088441740758072
1,7,159388087143883872733564598203585374713,0.03369209171736079
1,8,219672916826622500020699485757735152406,0.028544688816097334
1,9,306453233657421112880954127218883114230,0.02667290594291062
1,10,162262122799589934496326098832529197501,0.031820308844174076
1,11,48797207551700894951419056974133792236,0.027608797379503978
1,12,41534575866715150134158044399494714588,0.04071127749181095
1,13,190811696652855703843180750059251854959,0.02573701450631727
1,14,339256329238179791859041565243324509540,0.03275620028076743
1,15,68569332363821609840892046452248286447,0.02573701450631727
1,16,224476976164345280173460301023873721843,0.027608797379503978
1,17,336989117392984848409080824078019984445,0.035563874590547495
1,18,80572240587638648978544489698710141421,0.030416471689284044
1,19,216470388797217411677409474624782868187,0.03603182030884417
1,20,107889461967593124025741864355374790,0.0313523631258774
1,21,322167880237872710060274828773961762033,0.02526906878802059
1,22,167369919371429220784704995815422267223,0.035563874590547495
1,23,83112163658677286034494352925844993025,0.02526906878802059
1,24,202704373536925317935802263230971483447,0.03603182030884417
1,25,227788497793881769875026089369637626711,0.02573701450631727
1,26,288888198079944668299839902664627819923,0.029948525970987367
1,27,77646434200036752087301240322949566346,0.02573701450631727
1,28,76747043328036070150655587392972945939,0.031820308844174076
1,29,231574593234589625826726979221559448706,0.02339728591483388
1,30,108941329130910011380872460105830870074,0.029480580252690687
1,31,198191880900250885015066408905156835263,0.02105755732335049
1,32,260556090919777649034473674231193554375,0.02339728591483388
1,33,201161827459223054622571755982274608475,0.021993448759943846
1,34,302170280313965709727676891696157988408,0.0271408516612073
1,35,324719643262774774283323386341801421705,0.029480580252690687
1,36,202673246852259495269715943960153153864,0.03603182030884417
1,37,83702046822939858388010188584326395818,0.02901263453439401
1,38,298024383135458473312059698737739638209,0.02526906878802059
1,39,30526510595980410039652169485608656508,0.022929340196537203
2,0,138019478084864773993745265897750535264,0.027252747252747254
2,1,198487142671692455129890813472774540271,0.026373626373626374
2,2,54802902393813119487388340719356448183,0.02241758241758242
2,3,174779657003400906925843747902099418076,0.018461538461538463
2,4,104964704024954086972162248667800360348,0.03032967032967033
2,5,250522439233010561789538221270316129572,0.03956043956043956
2,6,294463750567781278729161944314520634220,0.032527472527472526
2,7,260026961862639618648481035859110185348,0.027252747252747254
2,8,296919534061166571499532439881748741693,0.029010989010989013
2,9,313279075495297707639281804912958598584,0.03560439560439561
2,10,162206742772096615851414156272839730054,0.02945054945054945
2,11,303342520366879709433335310775328836733,0.027252747252747254
2,12,58458809807719936837355822239409805533,0.024615384615384615
2,13,242088461630064217021485999083340876141,0.02021978021978022
2,14,114230531691290591807621970508892721218,0.026373626373626374
2,15,15331912208532942276208693467835765243,0.01978021978021978
2,16,331032349692738402358476463842348625453,0.03340659340659341
2,17,304056096027460732470583475944354817934,0.026813186813186812
2,18,162291117812913969972339981434727224053,0.026373626373626374
2,19,175729625270425614746100136891898458748,0.021538461538461538
2,20,36414480938627517031666936940837576995,0.024175824175824177
2,21,106457789931223547327653537624788525863,0.028131868131868132
2,22,42535770563116443849407370559505409250,0.02989010989010989
2,23,62385147640671709663755630951845378723,0.03428571428571429
2,24,194879491596194267482119984306119854364,0.026813186813186812
2,25,244229281237361307743464838060305309555,0.025934065934065935
2,26,235335960057556170728858897344125221855,0.024615384615384615
2,27,301882217268235222852990969557440753104,0.03560439560439561
2,28,82105672509073289915744963205881408951,0.03032967032967033
2,29,193919110671149535276761627144628765499,0.03208791208791209
2,30,321438630364346302922668144229896017651,0.024615384615384615
2,31,47640579791902050265149029529447479700,0.02065934065934066
2,32,259157988017225407190783888052952181209,0.023296703296703296
