sample_id,iteration,seed,Percentage of burned trees
0,0,5940328783188648392743562618351496441,0.0275
0,1,327087979429574085009205079788573435461,0.038
0,2,124721578071661234632021396604944331700,0.0275
0,3,204497295062459346333016341384006195327,0.0385
0,4,283858145756481041837556859531813732749,0.033
0,5,166278442034930300497958268942422012206,0.032
0,6,194159900264966654338082134868545300966,0.05
0,7,36078957520552449099704009773314901231,0.0445
0,8,288409715571883576420953752584896169361,0.031
0,9,220265026769140311510205694232126305346,0.04
0,10,141945794371843239186871945765739373124,0.036
0,11,227603410446080763165221964321128514728,0.029
0,12,319563098377147592963357161898370116145,0.037
0,13,42407522950027898948331478496529792396,0.0315
0,14,214925349353202150917765975281220823926,0.034
0,15,213381908934644956108548864403224167295,0.0245
0,16,226394821479604355124633858891644136257,0.044
0,17,102285061983853256434786732178059720650,0.0375
0,18,32968261013215452763462259364168136876,0.04
0,19,340127891993752681146169520361901076922,0.041
0,20,15833243648458401565031540687080499390,0.0255
0,21,92794907817831842743545752847134324694,0.037
0,22,31536032005990750850778817333470972115,0.03
0,23,211955599001885514373938346536351803664,0.027
0,24,274997544936088827228797494970100938562,0.0255
0,25,232027871170929191503588616483974609551,0.043
0,26,238469478305915103447609946122888234683,0.035
0,27,62405923435455237042598739731596409527,0.035
0,28,323587891460080493180122001399157621085,0.0365
0,29,241063772585318845728801288798213348640,0.0335
0,30,231136570309109787768249053035421754180,0.0235
0,31,220443032606452756641605847469175402910,0.034
0,32,256339822047376590135384464632200564507,0.0365
0,33,78074895441322862556119507588079838212,0.037
0,34,47740796762324006688878020004774155407,0.033
0,35,322846089483959006459888013218897706565,0.0255
0,36,216420812872074016866788816518631573070,0.0415
0,37,78124533170271173945216417411082368486,0.025
0,38,112039812931888654249226540921921155633,0.045
0,39,100184414533556127485986007115584828217,0.0255
1,0,248357073669280285746519073232711892039,0.036499766027140855
1,1,329604403431187493668637865914288094834,0.03369209171736079
1,2,85551797590066987402049657399344862231,0.029480580252690687
1,3,99830393772447115051122524521133914460,0.0416471689284043
1,4,275940667022398460968876256450883204278,0.022461394478240523
1,5,159000484371454439918882185947212159203,0.0397753860552176
1,6,243227602682233686257545351141374629730,0.04071127749181095
1,7,94945488958113290456495824414045721513,0.048198408984557795
1,8,154075347974587552502962188741852057376,0.04117922321010763
1,9,213774356622943393444369866442079855509,0.029480580252690687
1,10,289557636866837343553100089202366577289,0.04305100608329434
1,11,230554941602414713808586270507750218441,0.03743565746373421
1,12,48192814882582403938203257472420764995,0.034160037435657466
1,13,81665910001336122233239005969244829558,0.035563874590547495
1,14,27700671567847412834418685176883364335,0.04398689751988769
1,15,291431235328332455380438905780022752784,0.03275620028076743
1,16,51083590136256550156953377299866377946,0.044922788956481045
1,17,42452634647833790933832441614615880414,0.034160037435657466
1,18,70243353489165114243948848045389177842,0.030416471689284044
1,19,73414869425359844707047706003343416747,0.02526906878802059
1,20,300459133826720008092173355311327349368,0.04071127749181095
1,21,286342066730431946393570482055800415082,0.03462798315395414
1,22,177500895799190905051107064130219860602,0.024801123069723912
1,23,63984537332644180494215616809252849088,0.034160037435657466
1,24,284786277898897367173914400669450681422,0.037903603182030884
1,25,14456791645167232362741623200785199511,0.02339728591483388
1,26,161966636292262246663080305826371528153,0.030416471689284044
1,27,154924233962736994953642997858851509758,0.026204960224613945
1,28,269067838285456250659203711279969329614,0.031820308844174076
1,29,27725607253679107593838290291909352115,0.0416471689284043
1,30,284960435866656300253486808452539027358,0.02901263453439401
1,31,2288045372424576910706545022725822417,0.02526906878802059
1,32,281348284552750822426192358880115649411,0.0397753860552176
1,33,195752925128370433493738466833027358807,0.04071127749181095
1,34,171309180439244304429993254313389108227,0.036499766027140855
1,35,129575010498027321808886926512263880371,0.02667290594291062
1,36,148335092052686777777488255182000331388,0.06598034627983154
1,37,276445276266420475427651012171278150196,0.04071127749181095
1,38,15111381728092243782288158778844997786,0.034160037435657466
1,39,34821790314498556529579424515020104913,0.033224145999064106
2,0,221978852673606468085891643140576007834,0.03208791208791209
2,1,226084101160579674193696491880914708811,0.03076923076923077
